urban_context_city,n,mean_date_range,mean_date_range_bca_lo,mean_date_range_bca_hi,mean_date_range_pct_lo,mean_date_range_pct_hi,median_date_range,median_date_range_bca_lo,median_date_range_bca_hi,median_date_range_pct_lo,median_date_range_pct_hi,latitude_null_rate,longitude_null_rate,not_before_null_rate,not_after_null_rate
Sirmium,279,126.00358422939068,115.02535603744789,137.45901955011738,,,100.0,,,,,0.0,0.0,0.0,0.0
Venafrum,274,88.62408759124088,82.52318372066043,95.75761848411616,,,100.0,,,,,0.0,0.0,0.0,0.0
Beneventum,272,74.38970588235294,68.83344451607408,80.61308379583986,,,70.0,,,,,0.0,0.0,0.0,0.0
Amiternum,270,80.21111111111111,74.9720296720757,86.30328950928453,,,70.0,,,,,0.0,0.0,0.0,0.0
Tibur,267,61.835205992509366,55.6530449901148,68.6531595809312,,,50.0,,,,,0.0,0.0,0.0,0.0
Altinum,266,69.30827067669173,64.62500044330149,74.96574556389355,,,50.0,,,,,0.0,0.0,0.0,0.0
Tarracina,259,87.7992277992278,82.25785667011556,93.34324149328224,,,100.0,,,,,0.0,0.0,0.0,0.0
Concordia,258,73.31395348837209,68.56589147286822,78.82558139534883,,,60.0,,,,,0.0,0.0,0.0,0.0
Vindonissa,258,76.63565891472868,69.21592943001372,85.5292454079819,,,72.0,,,,,0.0,0.0,0.0,0.0
Comum,255,131.93725490196078,124.4525151429327,139.606095121365,,,100.0,,,,,0.0,0.0,0.0,0.0
Novae (Moesia Inferior),251,99.84860557768924,90.41080156036176,110.57310174151294,,,100.0,,,,,0.0,0.0,0.0,0.0
Perusia,247,54.56275303643725,45.929091326956716,64.60472025601005,,,30.0,23.0,50.0,,,0.0,0.0,0.0,0.0
Cemelenum,242,169.06611570247935,153.25370679334608,184.5701358491891,,,150.0,,,,,0.0,0.0,0.0,0.0
Durocortorum,241,137.50207468879668,127.88330185464785,148.7806243875264,,,130.0,,,,,0.0,0.0,0.0,0.0
Tusculum,238,80.8109243697479,72.35843222438672,90.22150847082725,,,61.0,,,,,0.0,0.0,0.0,0.0
Cumae,236,67.98728813559322,62.36508093239962,74.15362673156783,,,60.0,,,,,0.0,0.0,0.0,0.0
Canusium,236,89.21610169491525,83.65145250734263,94.91596456426126,,,100.0,,,,,0.0,0.0,0.0,0.0
Colonia Ulpia Traiana,234,124.48717948717949,112.86945435557212,136.51687064406505,,,94.0,88.0,100.0,,,0.0,0.0,0.0,0.0
Carthago Nova,228,51.64473684210526,47.19135565450409,57.182112971030676,,,45.0,,,,,0.0,0.0,0.0,0.0
Londinium,228,43.01754385964912,40.21052631578947,48.469291391531,,,40.0,,,,,0.0,0.0,0.0,0.0
Tarraco,222,106.92342342342343,99.3573871194773,115.54148510747251,,,100.0,,,,,0.0,0.0,0.0,0.0
Aesernia,221,115.64253393665159,107.9062977296263,123.78877664838897,,,100.0,,,,,0.0,0.0,0.0,0.0
Ameria,221,95.02262443438914,86.627921069159,103.47101714102044,,,100.0,,,,,0.0,0.0,0.0,0.0
Luna,218,111.26605504587155,100.19170406860823,123.34752080963239,,,100.0,,,,,0.0,0.0,0.0,0.0
Augusta Vindelicum,207,130.53140096618358,116.49532447319052,145.105973207047,,,100.0,,,,,0.0,0.0,0.0,0.0
Marruvium,207,86.6328502415459,81.69461318891693,91.72463768115942,,,100.0,,,,,0.0,0.0,0.0,0.0
Luceria,207,77.67632850241546,72.77077168527113,83.41221515666919,,,100.0,,,,,0.0,0.0,0.0,0.0
Salernum,204,89.76960784313725,84.25490196078431,95.87594380322685,,,100.0,,,,,0.0,0.0,0.0,0.0
Tomis,204,92.63725490196079,83.67640341431319,103.3692730164517,,,100.0,,,,,0.0,0.0,0.0,0.0
Formiae,202,86.88118811881188,80.11801098228324,94.47407212390912,,,100.0,,,,,0.0,0.0,0.0,0.0
Scupi,201,111.72139303482587,101.66554729307805,125.22759485963145,,,100.0,,,,,0.0,0.0,0.0,0.0
Pola,200,98.675,90.89915759545615,107.86010092010338,,,100.0,,,,,0.0,0.0,0.0,0.0
Saepinum,198,91.05050505050505,83.10823152723509,100.07516349366475,,,100.0,,,,,0.0,0.0,0.0,0.0
Fulginiae,196,66.03571428571429,60.07457793201913,71.89134204482109,,,50.0,,,,,0.0,0.0,0.0,0.0
Mutina,195,74.75897435897436,69.7277070417743,80.41707067213262,,,65.0,56.0,81.0,,,0.0,0.0,0.0,0.0
Augustodunum,190,121.47368421052632,111.86174908182775,131.2570979351255,,,100.0,,,,,0.0,0.0,0.0,0.0
Dibio,189,169.13227513227514,156.61503823724297,181.59491269681078,,,150.0,,,,,0.0,0.0,0.0,0.0
Micia,181,85.07734806629834,77.70718232044199,92.08802539827838,,,94.0,,,,,0.0,0.0,0.0,0.0
Ariminum,181,84.11602209944752,76.12174433924244,92.60807616906143,,,100.0,,,,,0.0,0.0,0.0,0.0
Telesia,180,86.35555555555555,79.56494924553112,93.90502857899695,,,100.0,,,,,0.0,0.0,0.0,0.0
Mevania,176,69.4034090909091,64.41310156198851,74.46154905047362,,,50.0,,,,,0.0,0.0,0.0,0.0
Nursia,176,91.53977272727273,85.73099750289255,98.22100402919875,,,100.0,,,,,0.0,0.0,0.0,0.0
Argentoratum,176,115.625,100.60375917206416,130.31131049420262,,,80.0,,,,,0.0,0.0,0.0,0.0
Narbo Martius,175,72.12571428571428,64.6655668088284,81.8551687581791,,,50.0,,,,,0.0,0.0,0.0,0.0
Patrae,174,179.3505747126437,166.90907646770722,192.04107044413826,,,200.0,,,,,0.0,0.0,0.0,0.0
Potaissa,173,101.23699421965318,93.47733050336022,109.34228078092144,,,109.0,,,,,0.0,0.0,0.0,0.0
Astigi,172,75.6046511627907,70.0629813763808,81.7472767455463,,,60.0,,,,,0.0,0.0,0.0,0.0
Emona,167,120.46107784431138,109.4033208198564,134.15928237485616,,,100.0,,,,,0.0,0.0,0.0,0.0
Lugdunum,165,57.7030303030303,51.85695504915967,63.98310025805547,,,50.0,,,,,0.0,0.0,0.0,0.0
Tarentum,163,56.15337423312884,51.90519777221392,61.15950920245399,,,50.0,,,,,0.0,0.0,0.0,0.0
Noviomagus (Germania Inferior),161,117.72049689440993,100.18187586599639,136.06340757500968,,,70.0,36.0,100.0,,,0.0,0.0,0.0,0.0
Antium,161,96.28571428571429,87.19097936399012,107.60980995516107,,,100.0,,,,,0.0,0.0,0.0,0.0
Nomentum,160,93.10625,85.22718671817807,102.26063372539885,,,100.0,,,,,0.0,0.0,0.0,0.0
Sulmo,160,105.85625,98.42703724797863,113.74391309673601,,,100.0,,,,,0.0,0.0,0.0,0.0
Spoletium,160,84.4125,76.20581542383547,94.76518594700204,,,90.5,50.0,100.0,,,0.0,0.0,0.0,0.0
Sabratha,159,154.0440251572327,138.89348940531755,169.11083087855695,,,200.0,,,,,0.0,0.0,0.0,0.0
Paestum,156,64.48076923076923,58.06040507472562,71.61122020659784,,,60.5,41.0,70.0,,,0.0,0.0,0.0,0.0
Pisaurum,155,96.08387096774193,86.63840141511076,107.1548582671302,,,100.0,,,,,0.0,0.0,0.0,0.0
Augusta Taurinorum,153,84.77124183006536,77.79331783411186,92.43301484532154,,,100.0,,,,,0.0,0.0,0.0,0.0
Valentia (Hispania Tarraconensis) (1),153,109.33986928104575,101.07118225520104,119.70429415325644,,,100.0,,,,,0.0,0.0,0.0,0.0
Segusio,152,115.84210526315789,104.87428481485983,127.27443303759333,,,100.0,,,,,0.0,0.0,0.0,0.0
Castrimoenium,152,70.63157894736842,61.90906185351358,80.19628416603665,,,50.0,,,,,0.0,0.0,0.0,0.0
Velitrae,151,83.06622516556291,73.35382535312247,93.54820562839402,,,90.0,60.0,100.0,,,0.0,0.0,0.0,0.0
Scarbantia,150,111.28,99.4809866462596,125.56969880472842,,,100.0,,,,,0.0,0.0,0.0,0.0
Augusta Raurica,148,123.3108108108108,108.70367399582429,139.76005336115077,,,100.0,,,,,0.0,0.0,0.0,0.0
Catania,147,127.16326530612245,117.54604462107946,135.8520383828233,,,130.0,,,,,0.0,0.0,0.0,0.0
Burnum,147,138.49659863945578,118.82564978400188,160.77546496770248,,,101.0,71.0,150.0,,,0.0,0.0,0.0,0.0
Peltuinum,146,87.37671232876713,81.54632762944524,95.16504551773724,,,100.0,,,,,0.0,0.0,0.0,0.0
Colonia Agrippinensis,145,88.89655172413794,76.25069443957268,103.42875564356214,,,60.0,30.0,100.0,,,0.0,0.0,0.0,0.0
Nola,144,72.30555555555556,64.86805555555556,80.81776563963976,,,61.0,,,,,0.0,0.0,0.0,0.0
Surrentum,143,70.8881118881119,65.53378240227366,77.02623854820696,,,70.0,,,,,0.0,0.0,0.0,0.0
Dyrrachium,141,144.645390070922,132.16164080217112,157.87097360188886,,,131.0,,,,,0.0,0.0,0.0,0.0
Allifae,140,82.82857142857142,73.26859364880255,94.43283995966753,,,75.5,60.0,100.0,,,0.0,0.0,0.0,0.0
Luguvalium,139,127.0431654676259,113.68574208459543,141.86060020564946,,,130.0,,,,,0.0,0.0,0.0,0.0
Interamna Nahars,139,77.39568345323741,70.04095245933473,85.08159678819015,,,61.0,,,,,0.0,0.0,0.0,0.0
Aquae Sulis,138,173.05072463768116,162.2031343595449,183.0369824022439,,,200.0,,,,,0.0,0.0,0.0,0.0
Iol,137,85.82481751824818,75.01359231248341,98.25108666794077,,,100.0,,,,,0.0,0.0,0.0,0.0
Brixia,137,66.64233576642336,57.20238858020347,78.467414877363,,,50.0,,,,,0.0,0.0,0.0,0.0
Capena,137,94.56204379562044,82.13322700034853,106.50948542878595,,,100.0,,,,,0.0,0.0,0.0,0.0
Lauriacum,136,99.05882352941177,85.46952372629374,114.43611604178388,,,80.0,,,,,0.0,0.0,0.0,0.0
Asseria,136,131.97058823529412,119.05882352941177,147.0465068002947,,,150.0,,,,,0.0,0.0,0.0,0.0
Turris Libisonis,135,125.05925925925926,113.8962962962963,135.547934291876,,,147.0,100.0,150.0,,,0.0,0.0,0.0,0.0
Aquinum,135,98.84444444444445,89.63182368725656,109.55676339381354,,,100.0,,,,,0.0,0.0,0.0,0.0
Histonium,134,125.61940298507463,114.09522122606725,138.47298863578146,,,100.0,,,,,0.0,0.0,0.0,0.0
Corstopitum,134,135.30597014925374,121.67268543631602,149.58955223880596,,,163.0,,,,,0.0,0.0,0.0,0.0
Ephesus,132,26.234848484848484,18.967615613168263,37.252535359679186,,,5.0,,,,,0.0,0.0,0.0,0.0
Lanuvium,131,85.27480916030534,73.95419847328245,98.62732929317697,,,80.0,51.0,100.0,,,0.0,0.0,0.0,0.0
Tarquinii,130,102.08461538461539,89.1535877582331,116.79521260696765,,,100.0,,,,,0.0,0.0,0.0,0.0
Vindobona,128,95.84375,81.15371732051065,113.72253579594238,,,65.0,50.0,100.0,,,0.0,0.0,0.0,0.0
Oescus,128,76.1484375,65.4765625,92.86539770406665,,,55.0,50.0,75.0,,,0.0,0.0,0.0,0.0
Siscia,126,127.84126984126983,109.45668843754963,153.015873015873,,,100.0,,,,,0.0,0.0,0.0,0.0
Ateste,123,87.70731707317073,78.42831534276931,98.00805838551713,,,60.0,,,,,0.0,0.0,0.0,0.0
Minturnae,123,89.59349593495935,77.84953013466736,102.79980107330991,,,100.0,,,,,0.0,0.0,0.0,0.0
Emporiae,123,82.130081300813,71.84318817857972,95.8705755216745,,,81.0,51.0,100.0,,,0.0,0.0,0.0,0.0
Reate,120,97.1,87.33217642558908,107.49246017910927,,,100.0,,,,,0.0,0.0,0.0,0.0
Raetinium,119,207.4033613445378,189.80759423521067,227.7511708793984,,,200.0,,,,,0.0,0.0,0.0,0.0
Caere,119,82.67226890756302,71.23559349458668,94.39086631068565,,,65.0,50.0,100.0,,,0.0,0.0,0.0,0.0
Ferentinum,117,90.12820512820512,82.2905982905983,98.6923076923077,,,100.0,,,,,0.0,0.0,0.0,0.0
Rider,116,148.20689655172413,135.44036940687982,165.31174556664286,,,150.0,,,,,0.0,0.0,0.0,0.0
Ampelum,116,90.73275862068965,82.11206896551724,99.11820204930139,,,100.0,,,,,0.0,0.0,0.0,0.0
Mursa,115,110.8695652173913,96.28897719879048,129.4522438013882,,,100.0,,,,,0.0,0.0,0.0,0.0
Ticinum,115,97.7304347826087,88.48801975291288,106.92019162975114,,,100.0,,,,,0.0,0.0,0.0,0.0
Casinum,114,85.02631578947368,74.4560941293345,96.37958328107577,,,100.0,,,,,0.0,0.0,0.0,0.0
Asculum,113,87.070796460177,78.77876106194691,96.76103907453219,,,76.0,58.0,81.0,,,0.0,0.0,0.0,0.0
Simitthus,113,59.53982300884956,50.73455214891763,69.41115877853903,,,50.0,,,,,0.0,0.0,0.0,0.0
Bononia,113,114.38053097345133,99.7556313253037,127.6186925129726,,,100.0,,,,,0.0,0.0,0.0,0.0
Drobeta,112,87.85714285714286,77.91885915595859,96.99107142857143,,,85.0,74.0,100.0,,,0.0,0.0,0.0,0.0
Rusellae,111,114.72072072072072,102.94507267509198,128.87610102895977,,,100.0,,,,,0.0,0.0,0.0,0.0
Singidunum,110,138.74545454545455,122.63271930678994,154.3153730599382,,,133.0,100.0,175.0,,,0.0,0.0,0.0,0.0
Ratiaria,110,95.52727272727273,84.90523969503849,108.47272727272727,,,100.0,,,,,0.0,0.0,0.0,0.0
Iguvium,109,73.04587155963303,66.27823128731657,81.8270611981733,,,50.0,50.0,61.0,,,0.0,0.0,0.0,0.0
Malvesia,106,150.47169811320754,135.99056603773585,169.21030119817982,,,140.0,130.0,150.0,,,0.0,0.0,0.0,0.0
Valeria,106,112.4245283018868,96.83701458052367,131.25890565724518,,,80.5,70.0,100.0,,,0.0,0.0,0.0,0.0
Teanum Sidicinum,104,76.5576923076923,66.65636016123882,88.40384615384616,,,70.0,,,,,0.0,0.0,0.0,0.0
Augusta Bagiennorum,103,72.90291262135922,67.28016334412303,79.73595270486472,,,50.0,50.0,60.0,,,0.0,0.0,0.0,0.0
Eburacum,103,157.95145631067962,139.32166882155704,176.62519636716024,,,179.0,100.0,200.0,,,0.0,0.0,0.0,0.0
Doclea,102,179.62745098039215,156.77458832491675,202.9872074555184,,,150.0,,,,,0.0,0.0,0.0,0.0
Anderitum,102,192.9607843137255,169.9409995269331,213.6923743410391,,,220.0,140.0,300.0,,,0.0,0.0,0.0,0.0
Bergomum,101,92.32673267326733,81.61912384613571,103.59744468566035,,,100.0,,,,,0.0,0.0,0.0,0.0
Arretium,99,71.11111111111111,60.53087707537759,83.60384362374545,,,60.0,46.0,76.0,,,0.0,0.0,0.0,0.0
Teate Marrucinorum,99,83.88888888888889,74.40560097872246,95.0445456490785,,,100.0,,,,,0.0,0.0,0.0,0.0
Cales,98,61.714285714285715,53.78956984407842,71.26928929400981,,,50.0,,,,,0.0,0.0,0.0,0.0
Aequum,98,176.77551020408163,152.0240846057973,209.7763550442237,,,150.0,,,,,0.0,0.0,0.0,0.0
Falerio,97,63.03092783505155,54.78411938479951,72.34473427695288,,,60.0,50.0,80.0,,,0.0,0.0,0.0,0.0
Vienna,97,80.82474226804123,70.48102080602544,92.56138317828787,,,80.0,,,,,0.0,0.0,0.0,0.0
Municipium S,97,160.49484536082474,142.68951363943495,183.80678899096299,,,150.0,130.0,162.442307219942,,,0.0,0.0,0.0,0.0
Veii,95,81.92631578947369,67.85181353878329,97.8959214948436,,,50.0,,,,,0.0,0.0,0.0,0.0
Urbs Salvia,94,84.96808510638297,74.22340425531915,97.38118306889925,,,79.5,61.0,100.0,,,0.0,0.0,0.0,0.0
Opitergum,94,68.46808510638297,62.31112347944888,75.40219053486167,,,50.0,,,,,0.0,0.0,0.0,0.0
Tibiscum,94,82.97872340425532,71.46341554290647,94.70755612494406,,,80.0,,,,,0.0,0.0,0.0,0.0
Montana,94,95.77659574468085,79.36872839867962,115.74468085106383,,,100.0,,,,,0.0,0.0,0.0,0.0
Ravenna,94,83.88297872340425,72.73365353131742,96.11702127659575,,,100.0,,,,,0.0,0.0,0.0,0.0
Vercellae,93,124.08602150537635,113.09558493861032,136.4692231940986,,,100.0,,,,,0.0,0.0,0.0,0.0
Aleria,93,158.18279569892474,135.37933916602645,182.99945317110627,,,100.0,60.0,150.0,,,0.0,0.0,0.0,0.0
Troesmis,91,89.68131868131869,73.86214518226947,112.168309054965,,,61.0,,,,,0.0,0.0,0.0,0.0
Superaequum,91,80.94505494505495,72.09926274207132,91.91511158086351,,,100.0,,,,,0.0,0.0,0.0,0.0
Firmum,91,81.05494505494505,69.19464811745641,96.02028242290798,,,76.0,50.0,100.0,,,0.0,0.0,0.0,0.0
Fundi,89,77.86516853932584,70.26284585598347,85.70786516853933,,,82.0,61.0,100.0,,,0.0,0.0,0.0,0.0
Sora,89,67.56179775280899,60.25013966170309,77.33037164001874,,,61.0,,,,,0.0,0.0,0.0,0.0
Carsulae,89,73.24719101123596,63.78371726250029,84.47946509734064,,,51.0,,,,,0.0,0.0,0.0,0.0
Nuceria Alfaterna,88,75.92045454545455,68.35092974579494,83.70313215670555,,,70.0,,,,,0.0,0.0,0.0,0.0
Histria,88,72.31818181818181,59.326547333163646,87.29140426818819,,,56.0,40.0,100.0,,,0.0,0.0,0.0,0.0
Interamnia Praetuttiorum,88,104.76136363636364,95.06692744353285,114.89354008864541,,,100.0,,,,,0.0,0.0,0.0,0.0
Ocriculum,87,76.91954022988506,66.48879150256775,89.47049318189445,,,70.0,50.0,100.0,,,0.0,0.0,0.0,0.0
Iulium Carnicum,87,91.2183908045977,77.82820641248765,105.40265549368553,,,51.0,,,,,0.0,0.0,0.0,0.0
Thessalonica,87,148.35632183908046,129.49587818292838,170.34698383267227,,,100.0,100.0,200.0,,,0.0,0.0,0.0,0.0
Abellinum,87,84.74712643678161,71.27586206896552,103.59021811460349,,,70.0,,,,,0.0,0.0,0.0,0.0
Trebula Suffenas,86,112.86046511627907,98.52972582613648,127.71041444462492,,,100.0,,,,,0.0,0.0,0.0,0.0
Augusta Auscorum,86,193.11627906976744,164.82137858824714,220.3428937435685,,,150.0,,,,,0.0,0.0,0.0,0.0
Fanum Fortunae,84,110.16666666666667,98.66968776677174,123.70030445776388,,,100.0,,,,,0.0,0.0,0.0,0.0
Volubilis,84,12.428571428571429,8.340607226688794,19.72404401398157,,,2.0,,,,,0.0,0.0,0.0,0.0
Dertona,83,130.289156626506,114.03315609989471,149.80179129101674,,,100.0,,,,,0.0,0.0,0.0,0.0
Centumcellae,83,124.86746987951807,109.18446302283077,140.08616213749664,,,150.0,100.0,170.0,,,0.0,0.0,0.0,0.0
Napoca,82,89.60975609756098,79.13596841875989,100.39749797476816,,,100.0,,,,,0.0,0.0,0.0,0.0
Parma,82,86.26829268292683,78.37411231503283,94.02501109027595,,,100.0,,,,,0.0,0.0,0.0,0.0
Athenae,81,66.9753086419753,51.308618704301296,86.16174843012374,,,40.0,24.0,61.0,,,0.0,0.0,0.0,0.0
Herdoniae,79,122.9113924050633,109.04680931667977,139.18266643001334,,,100.0,,,,,0.0,0.0,0.0,0.0
Olbia,78,68.33333333333333,56.838094589068504,81.13619317801805,,,60.0,,,,,0.0,0.0,0.0,0.0
Sarsina,78,104.6923076923077,92.14315114496881,118.14102564102564,,,100.0,,,,,0.0,0.0,0.0,0.0
Volcei,77,90.02597402597402,79.35970468630347,102.6831038008635,,,100.0,80.0,100.0,,,0.0,0.0,0.0,0.0
Lucus Feroniae,77,51.35064935064935,40.90597754416095,64.20723105089326,,,46.0,28.0,50.0,,,0.0,0.0,0.0,0.0
Augusta Praetoria,77,123.83116883116882,111.08530856279808,137.03009536629003,,,100.0,,,,,0.0,0.0,0.0,0.0
Tegianum,76,89.94736842105263,78.43711871599288,101.9759677769709,,,100.0,,,,,0.0,0.0,0.0,0.0
Urso,75,77.0,68.96,85.84344142582853,,,100.0,71.0,100.0,,,0.0,0.0,0.0,0.0
Anagnia,75,86.12,76.04262591642009,96.50666666666666,,,100.0,,,,,0.0,0.0,0.0,0.0
Interamna Lirenas,75,121.04,104.38312475898941,140.77337657632432,,,100.0,,,,,0.0,0.0,0.0,0.0
Terventum,75,108.33333333333333,95.4749614093029,123.13333333333334,,,100.0,,,,,0.0,0.0,0.0,0.0
Forum Iulii (X Venetia et Histria),75,86.06666666666666,75.62288058603852,97.67745135141121,,,100.0,,,,,0.0,0.0,0.0,0.0
Aenona,74,186.1216216216216,155.8918918918919,223.98443208123072,,,150.0,,,,,0.0,0.0,0.0,0.0
Sitifis,72,40.166666666666664,27.3031663705724,56.971028905637354,,,2.0,,,,,0.0,0.0,0.0,0.0
Albintimilium,72,102.76388888888889,90.72448767167134,116.63429357821195,,,100.0,,,,,0.0,0.0,0.0,0.0
Suasa,70,89.74285714285715,74.1493740784585,107.61642856907062,,,60.5,50.0,100.0,,,0.0,0.0,0.0,0.0
Thamugadi,70,13.571428571428571,7.484566514204347,24.545321230514478,,,2.0,,,,,0.0,0.0,0.0,0.0
Florentia,70,90.8,75.689471667665,106.03395254534699,,,100.0,,,,,0.0,0.0,0.0,0.0
Forum Claudii,69,201.69565217391303,177.9337622614285,227.25858491556917,,,221.0,,,,,0.0,0.0,0.0,0.0
Pinna,69,114.89855072463769,100.35933287708335,129.9966115381847,,,100.0,,,,,0.0,0.0,0.0,0.0
Suessa,69,68.42028985507247,57.54395629465261,82.22661993845333,,,51.0,50.0,80.0,,,0.0,0.0,0.0,0.0
Vibo Valentia,68,94.3970588235294,83.13235294117646,104.90153802481998,,,100.0,,,,,0.0,0.0,0.0,0.0
